PROSPECTID,t,timestamp,action_type,payload
26163,8,2023-08-29,SPEND,"{""product"": ""PL"", ""intensity"": ""low""}"
26163,8,2023-08-29,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.07507637820026333}"
26163,9,2023-09-28,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
26163,9,2023-09-28,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.11534349043745731}"
26163,10,2023-10-28,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6819220505977972}"
26163,11,2023-11-27,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
26163,11,2023-11-27,ENQUIRY,"{""product"": ""PL""}"
26163,12,2023-12-27,ENQUIRY,"{""product"": ""CC""}"
26163,12,2023-12-27,SPEND,"{""product"": ""PL"", ""intensity"": ""med""}"
26163,13,2024-01-26,SPEND,"{""product"": ""CC"", ""intensity"": ""low""}"
26163,14,2024-02-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.42844600053251825}"
26163,15,2024-03-26,ENQUIRY,"{""product"": ""CC""}"
26163,16,2024-04-25,ENQUIRY,"{""product"": ""PL""}"
26163,16,2024-04-25,MISC_CLEAR,{}
26163,17,2024-05-25,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
26163,17,2024-05-25,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.18138757443981351}"
26163,18,2024-06-24,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7550935040805766}"
26163,18,2024-06-24,SPEND,"{""product"": ""CC"", ""intensity"": ""low""}"
26163,19,2024-07-24,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
26163,20,2024-08-23,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.48467179718591047}"
26163,20,2024-08-23,SPEND,"{""product"": ""CC"", ""intensity"": ""med""}"
26163,21,2024-09-22,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.8963065104773102}"
26163,22,2024-10-22,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6636188602544507}"
26163,22,2024-10-22,ENQUIRY,"{""product"": ""GL""}"
26220,3,2023-04-01,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.9435505415852887}"
26220,3,2023-04-01,MISC_CLEAR,{}
26220,4,2023-05-01,ENQUIRY,"{""product"": ""PL""}"
26220,5,2023-05-31,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
26220,5,2023-05-31,ENQUIRY,"{""product"": ""GL""}"
26220,6,2023-06-30,NEW_ACCOUNT,"{""product"": ""CC""}"
26220,7,2023-07-30,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.5541497662719799}"
26220,7,2023-07-30,ENQUIRY,"{""product"": ""CC""}"
26220,8,2023-08-29,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.3960919184988705}"
26220,12,2023-12-27,ENQUIRY,"{""product"": ""CC""}"
26220,12,2023-12-27,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.18638701836063432}"
26220,13,2024-01-26,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6411022600193973}"
26220,13,2024-01-26,ENQUIRY,"{""product"": ""PL""}"
26220,14,2024-02-25,NEW_ACCOUNT,"{""product"": ""CC""}"
26220,17,2024-05-25,ENQUIRY,"{""product"": ""PL""}"
26220,19,2024-07-24,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.919366629294657}"
26220,20,2024-08-23,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.7561253320540527}"
26220,20,2024-08-23,ENQUIRY,"{""product"": ""CC""}"
26220,20,2024-08-23,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.19737267536969494}"
26220,21,2024-09-22,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.39161827376925484}"
26220,21,2024-09-22,ENQUIRY,"{""product"": ""CC""}"
26220,22,2024-10-22,NEW_ACCOUNT,"{""product"": ""CC""}"
27076,1,2023-01-31,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.5397972335416559}"
27076,4,2023-05-01,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.45316182579598435}"
27076,4,2023-05-01,ENQUIRY,"{""product"": ""PL""}"
27076,5,2023-05-31,ENQUIRY,"{""product"": ""CC""}"
27076,9,2023-09-28,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.13283187811171898}"
27076,10,2023-10-28,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.41887796866615373}"
27076,10,2023-10-28,ENQUIRY,"{""product"": ""PL""}"
27076,11,2023-11-27,ENQUIRY,"{""product"": ""PL""}"
27076,12,2023-12-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.42065869286265567}"
27076,14,2024-02-25,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.9133393574975648}"
27076,14,2024-02-25,ENQUIRY,"{""product"": ""HL""}"
27076,16,2024-04-25,MISC_CLEAR,{}
27076,17,2024-05-25,ENQUIRY,"{""product"": ""GL""}"
27076,18,2024-06-24,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.44234566502386985}"
27076,18,2024-06-24,ENQUIRY,"{""product"": ""CC""}"
27076,18,2024-06-24,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.10073089842224714}"
27076,19,2024-07-24,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.40274005490631654}"
27076,20,2024-08-23,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.42772574082131126}"
27076,20,2024-08-23,ENQUIRY,"{""product"": ""PL""}"
27076,21,2024-09-22,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.681516105639387}"
27076,21,2024-09-22,ENQUIRY,"{""product"": ""HL""}"
27076,22,2024-10-22,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.6652724324833633}"
27076,22,2024-10-22,ENQUIRY,"{""product"": ""PL""}"
27277,0,2023-01-01,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1731175723946281}"
27277,1,2023-01-31,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.45398050055603784}"
27277,1,2023-01-31,ENQUIRY,"{""product"": ""PL""}"
27277,3,2023-04-01,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
27277,4,2023-05-01,ENQUIRY,"{""product"": ""PL""}"
27277,4,2023-05-01,NEW_ACCOUNT,"{""product"": ""CC""}"
27277,4,2023-05-01,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.10160521048171287}"
27277,7,2023-07-30,ENQUIRY,"{""product"": ""PL""}"
27277,8,2023-08-29,ENQUIRY,"{""product"": ""CC""}"
27277,8,2023-08-29,MISC_CLEAR,{}
27277,9,2023-09-28,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.18440346196670593}"
27277,11,2023-11-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5674338689374934}"
27277,11,2023-11-27,ENQUIRY,"{""product"": ""CC""}"
27277,12,2023-12-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7291002749902792}"
27277,12,2023-12-27,MISC_CLEAR,{}
27277,14,2024-02-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5964911304356008}"
27277,14,2024-02-25,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.12698246972410765}"
27277,15,2024-03-26,ENQUIRY,"{""product"": ""PL""}"
27277,16,2024-04-25,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
27277,18,2024-06-24,ENQUIRY,"{""product"": ""CC""}"
27277,19,2024-07-24,ENQUIRY,"{""product"": ""PL""}"
27277,20,2024-08-23,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.5603198192370786}"
27277,21,2024-09-22,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.720960282290569}"
27277,21,2024-09-22,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.19212189778682331}"
27277,22,2024-10-22,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.39947407484658815}"
27762,0,2023-01-01,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.08372062105287625}"
27762,1,2023-01-31,ENQUIRY,"{""product"": ""CC""}"
27762,3,2023-04-01,NEW_ACCOUNT,"{""product"": ""CC""}"
27762,3,2023-04-01,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1789490833451831}"
27762,4,2023-05-01,ENQUIRY,"{""product"": ""CC""}"
27762,6,2023-06-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.48857015269538673}"
27762,7,2023-07-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5840998416112204}"
27762,8,2023-08-29,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.8792112886968817}"
27762,9,2023-09-28,MISC_CLEAR,{}
27762,10,2023-10-28,MISC_CLEAR,{}
27762,11,2023-11-27,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.7407819159790898}"
27762,11,2023-11-27,MISC_CLEAR,{}
27762,12,2023-12-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.8446869215740063}"
27762,15,2024-03-26,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.0808357872296496}"
27762,17,2024-05-25,ENQUIRY,"{""product"": ""CC""}"
27762,17,2024-05-25,MISC_CLEAR,{}
27762,18,2024-06-24,ENQUIRY,"{""product"": ""CC""}"
27762,19,2024-07-24,ENQUIRY,"{""product"": ""PL""}"
27762,21,2024-09-22,ENQUIRY,"{""product"": ""CC""}"
27762,22,2024-10-22,ENQUIRY,"{""product"": ""PL""}"
27762,22,2024-10-22,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.13412187016877375}"
28013,0,2023-01-01,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
28013,2,2023-03-02,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.6414029651355531}"
28013,2,2023-03-02,ENQUIRY,"{""product"": ""PL""}"
28013,5,2023-05-31,ENQUIRY,"{""product"": ""CC""}"
28013,5,2023-05-31,MISC_CLEAR,{}
28013,6,2023-06-30,ENQUIRY,"{""product"": ""CC""}"
28013,6,2023-06-30,NEW_ACCOUNT,"{""product"": ""CC""}"
28013,6,2023-06-30,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.13287794415636173}"
28013,7,2023-07-30,ENQUIRY,"{""product"": ""CC""}"
28013,9,2023-09-28,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.3602185412080905}"
28013,11,2023-11-27,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.6277669540650168}"
28013,12,2023-12-27,ENQUIRY,"{""product"": ""HL""}"
28013,12,2023-12-27,NEW_ACCOUNT,"{""product"": ""CC""}"
28013,13,2024-01-26,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1861343340948955}"
28013,13,2024-01-26,MISC_CLEAR,{}
28013,14,2024-02-25,NEW_ACCOUNT,"{""product"": ""PL""}"
28013,15,2024-03-26,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9782442322685048}"
28013,16,2024-04-25,ENQUIRY,"{""product"": ""CC""}"
28013,18,2024-06-24,ENQUIRY,"{""product"": ""CC""}"
28013,19,2024-07-24,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
28013,19,2024-07-24,NEW_ACCOUNT,"{""product"": ""CC""}"
28013,21,2024-09-22,ENQUIRY,"{""product"": ""CC""}"
28013,22,2024-10-22,ENQUIRY,"{""product"": ""CC""}"
28018,0,2023-01-01,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
28018,1,2023-01-31,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9244455011874089}"
28018,1,2023-01-31,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.10332060999181608}"
28018,2,2023-03-02,ENQUIRY,"{""product"": ""PL""}"
28018,3,2023-04-01,ENQUIRY,"{""product"": ""CC""}"
28018,4,2023-05-01,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.9245148201777593}"
28018,4,2023-05-01,ENQUIRY,"{""product"": ""CC""}"
28018,5,2023-05-31,ENQUIRY,"{""product"": ""PL""}"
28018,6,2023-06-30,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.4089263849669169}"
28018,6,2023-06-30,ENQUIRY,"{""product"": ""CC""}"
28018,7,2023-07-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6128031064414127}"
28018,9,2023-09-28,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9186808211485433}"
28018,9,2023-09-28,ENQUIRY,"{""product"": ""PL""}"
28018,11,2023-11-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.37753696981474794}"
28018,12,2023-12-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9720962263290387}"
28018,13,2024-01-26,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.886393952907877}"
28018,15,2024-03-26,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7749225882873172}"
28018,15,2024-03-26,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.06852095614554107}"
28018,16,2024-04-25,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.11961722008949471}"
28018,16,2024-04-25,MISC_CLEAR,{}
28018,18,2024-06-24,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.7379858041901921}"
28018,19,2024-07-24,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.18542224164032917}"
28018,22,2024-10-22,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7049371270051997}"
28018,22,2024-10-22,NEW_ACCOUNT,"{""product"": ""CC""}"
28100,2,2023-03-02,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.16710608168122928}"
28100,3,2023-04-01,ENQUIRY,"{""product"": ""CC""}"
28100,3,2023-04-01,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.18723166158796378}"
28100,3,2023-04-01,MISC_CLEAR,{}
28100,4,2023-05-01,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.9562539990929768}"
28100,4,2023-05-01,SPEND,"{""product"": ""CC"", ""intensity"": ""low""}"
28100,6,2023-06-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7931659773472877}"
28100,7,2023-07-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.883383707051804}"
28100,7,2023-07-30,ENQUIRY,"{""product"": ""CC""}"
28100,8,2023-08-29,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.8103284306093119}"
28100,9,2023-09-28,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7177328671731515}"
28100,9,2023-09-28,ENQUIRY,"{""product"": ""CC""}"
28100,9,2023-09-28,LIMIT_CHANGE,"{""product"": ""CC"", ""delta"": 0.08737966211351639}"
28100,11,2023-11-27,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.8840849361928336}"
28100,12,2023-12-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.8244172598358859}"
28100,14,2024-02-25,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.5912500802860703}"
28100,14,2024-02-25,SPEND,"{""product"": ""CC"", ""intensity"": ""high""}"
28100,15,2024-03-26,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
28100,16,2024-04-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6068686332283522}"
28100,16,2024-04-25,SPEND,"{""product"": ""CC"", ""intensity"": ""low""}"
28100,17,2024-05-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.4736169770046773}"
28100,17,2024-05-25,LIMIT_CHANGE,"{""product"": ""CC"", ""delta"": 0.2839347833765324}"
28100,17,2024-05-25,NEW_ACCOUNT,"{""product"": ""PL""}"
28100,18,2024-06-24,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.7278637368490104}"
28100,18,2024-06-24,SPEND,"{""product"": ""CC"", ""intensity"": ""med""}"
28100,19,2024-07-24,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.9555683052586881}"
28100,19,2024-07-24,ENQUIRY,"{""product"": ""CC""}"
28100,19,2024-07-24,LIMIT_CHANGE,"{""product"": ""CC"", ""delta"": 0.14091631783856834}"
28100,20,2024-08-23,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.4260912755843671}"
28100,20,2024-08-23,ENQUIRY,"{""product"": ""GL""}"
28100,20,2024-08-23,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.06735322203169768}"
28100,21,2024-09-22,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.9828160203625402}"
28100,21,2024-09-22,SPEND,"{""product"": ""PL"", ""intensity"": ""low""}"
28100,21,2024-09-22,MISC_CLEAR,{}
28342,1,2023-01-31,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7923353289492797}"
28342,3,2023-04-01,ENQUIRY,"{""product"": ""CC""}"
28342,5,2023-05-31,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5077041850589926}"
28342,5,2023-05-31,NEW_ACCOUNT,"{""product"": ""CC""}"
28342,8,2023-08-29,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.06858141066121226}"
28342,9,2023-09-28,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.31816438452166124}"
28342,10,2023-10-28,ENQUIRY,"{""product"": ""PL""}"
28342,10,2023-10-28,MISC_CLEAR,{}
28342,12,2023-12-27,ENQUIRY,"{""product"": ""CC""}"
28342,13,2024-01-26,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.4324931262543009}"
28342,14,2024-02-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.833146047293092}"
28342,14,2024-02-25,ENQUIRY,"{""product"": ""PL""}"
28342,15,2024-03-26,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
28342,16,2024-04-25,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.9571981315694493}"
28342,17,2024-05-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5345743831639977}"
28342,18,2024-06-24,NEW_ACCOUNT,"{""product"": ""CC""}"
28342,18,2024-06-24,MISC_CLEAR,{}
28342,19,2024-07-24,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.8543518306711999}"
28342,20,2024-08-23,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.584084926420857}"
28342,22,2024-10-22,ENQUIRY,"{""product"": ""PL""}"
28529,0,2023-01-01,ENQUIRY,"{""product"": ""CC""}"
28529,0,2023-01-01,MISC_CLEAR,{}
28529,1,2023-01-31,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.3630698877800479}"
28529,2,2023-03-02,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6105688186647829}"
28529,3,2023-04-01,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.34430770820382317}"
28529,3,2023-04-01,ENQUIRY,"{""product"": ""PL""}"
28529,4,2023-05-01,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.7945804836288091}"
28529,4,2023-05-01,ENQUIRY,"{""product"": ""PL""}"
28529,6,2023-06-30,ENQUIRY,"{""product"": ""CC""}"
28529,8,2023-08-29,MISC_CLEAR,{}
28529,9,2023-09-28,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.16512117003533358}"
28529,10,2023-10-28,ENQUIRY,"{""product"": ""PL""}"
28529,11,2023-11-27,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
28529,12,2023-12-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.682062675229652}"
28529,12,2023-12-27,ENQUIRY,"{""product"": ""CC""}"
28529,13,2024-01-26,ENQUIRY,"{""product"": ""PL""}"
28529,13,2024-01-26,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.07323870474647708}"
28529,14,2024-02-25,MISC_CLEAR,{}
28529,15,2024-03-26,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.31707137332763446}"
28529,16,2024-04-25,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.17435909672670338}"
28529,17,2024-05-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7205457496649295}"
28529,17,2024-05-25,ENQUIRY,"{""product"": ""CC""}"
28529,17,2024-05-25,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1764519102950905}"
28529,18,2024-06-24,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
28529,18,2024-06-24,ENQUIRY,"{""product"": ""PL""}"
28529,19,2024-07-24,ENQUIRY,"{""product"": ""PL""}"
28529,20,2024-08-23,ENQUIRY,"{""product"": ""CC""}"
28870,3,2023-04-01,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9707337773157976}"
28870,6,2023-06-30,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
28870,7,2023-07-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.603491191790501}"
28870,8,2023-08-29,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7762517684256225}"
28870,9,2023-09-28,ENQUIRY,"{""product"": ""CC""}"
28870,11,2023-11-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9963964744974245}"
28870,11,2023-11-27,ENQUIRY,"{""product"": ""PL""}"
28870,11,2023-11-27,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.16797875304850501}"
28870,13,2024-01-26,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9955688580911155}"
28870,13,2024-01-26,ENQUIRY,"{""product"": ""CC""}"
28870,17,2024-05-25,ENQUIRY,"{""product"": ""CC""}"
28870,18,2024-06-24,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7826960387765554}"
28870,18,2024-06-24,ENQUIRY,"{""product"": ""PL""}"
28870,18,2024-06-24,NEW_ACCOUNT,"{""product"": ""CC""}"
28870,20,2024-08-23,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9636012809854793}"
28870,20,2024-08-23,ENQUIRY,"{""product"": ""PL""}"
28870,21,2024-09-22,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.41092559861339345}"
28870,22,2024-10-22,MISC_CLEAR,{}
29101,0,2023-01-01,NEW_ACCOUNT,"{""product"": ""CC""}"
29101,0,2023-01-01,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.1702883502425456}"
29101,1,2023-01-31,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.42169765765014516}"
29101,3,2023-04-01,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.0992759988772868}"
29101,4,2023-05-01,NEW_ACCOUNT,"{""product"": ""CC""}"
29101,5,2023-05-31,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
29101,7,2023-07-30,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.5868179818336928}"
29101,8,2023-08-29,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
29101,8,2023-08-29,ENQUIRY,"{""product"": ""CC""}"
29101,8,2023-08-29,MISC_CLEAR,{}
29101,9,2023-09-28,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.741787553048942}"
29101,9,2023-09-28,ENQUIRY,"{""product"": ""HL""}"
29101,10,2023-10-28,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.7152296034452733}"
29101,11,2023-11-27,ENQUIRY,"{""product"": ""CC""}"
29101,11,2023-11-27,NEW_ACCOUNT,"{""product"": ""CC""}"
29101,13,2024-01-26,MISC_CLEAR,{}
29101,14,2024-02-25,ENQUIRY,"{""product"": ""CC""}"
29101,15,2024-03-26,ENQUIRY,"{""product"": ""CC""}"
29101,15,2024-03-26,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.18051230909335148}"
29101,16,2024-04-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6395670618616374}"
29101,16,2024-04-25,ENQUIRY,"{""product"": ""GL""}"
29101,16,2024-04-25,NEW_ACCOUNT,"{""product"": ""CC""}"
29101,17,2024-05-25,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.0847117081335571}"
29101,17,2024-05-25,MISC_CLEAR,{}
29101,18,2024-06-24,NEW_ACCOUNT,"{""product"": ""CC""}"
29101,19,2024-07-24,PAYMENT,"{""status"": ""substandard"", ""paid_pct"": 0.5239066655108218}"
29101,19,2024-07-24,ENQUIRY,"{""product"": ""CC""}"
29101,20,2024-08-23,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.31043600014778294}"
29101,20,2024-08-23,MISC_CLEAR,{}
29101,21,2024-09-22,ENQUIRY,"{""product"": ""CC""}"
29101,22,2024-10-22,ENQUIRY,"{""product"": ""CC""}"
29101,22,2024-10-22,INCOME_UPDATE,"{""direction"": ""up"", ""pct"": 0.19456304794945256}"
30128,0,2023-01-01,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.7785688681995875}"
30128,0,2023-01-01,ENQUIRY,"{""product"": ""CC""}"
30128,1,2023-01-31,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
30128,1,2023-01-31,NEW_ACCOUNT,"{""product"": ""CC""}"
30128,2,2023-03-02,PAYMENT,"{""status"": ""late"", ""paid_pct"": 0.35418724685321296}"
30128,2,2023-03-02,ENQUIRY,"{""product"": ""HL""}"
30128,3,2023-04-01,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.6734898025579883}"
30128,4,2023-05-01,ENQUIRY,"{""product"": ""PL""}"
30128,5,2023-05-31,SPEND,"{""product"": ""CC"", ""intensity"": ""high""}"
30128,6,2023-06-30,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.5732343551100878}"
30128,6,2023-06-30,SPEND,"{""product"": ""CC"", ""intensity"": ""low""}"
30128,6,2023-06-30,INCOME_UPDATE,"{""direction"": ""down"", ""pct"": 0.1706619370246405}"
30128,7,2023-07-30,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
30128,7,2023-07-30,ENQUIRY,"{""product"": ""PL""}"
30128,7,2023-07-30,LIMIT_CHANGE,"{""product"": ""CC"", ""delta"": 0.1144315307165536}"
30128,8,2023-08-29,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.4120682266873066}"
30128,8,2023-08-29,ENQUIRY,"{""product"": ""PL""}"
30128,8,2023-08-29,SPEND,"{""product"": ""CC"", ""intensity"": ""med""}"
30128,9,2023-09-28,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.750372439887756}"
30128,9,2023-09-28,SPEND,"{""product"": ""PL"", ""intensity"": ""high""}"
30128,10,2023-10-28,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.48145361321137176}"
30128,11,2023-11-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.9727124630980142}"
30128,11,2023-11-27,ENQUIRY,"{""product"": ""CC""}"
30128,11,2023-11-27,NEW_ACCOUNT,"{""product"": ""CC""}"
30128,12,2023-12-27,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.407070865028121}"
30128,12,2023-12-27,LIMIT_CHANGE,"{""product"": ""CC"", ""delta"": 0.08292085423095785}"
30128,13,2024-01-26,PAYMENT,"{""status"": ""default"", ""paid_pct"": 0.0}"
30128,14,2024-02-25,PAYMENT,"{""status"": ""standard"", ""paid_pct"": 0.7777509449661053}"
30128,14,2024-02-25,LIMIT_CHANGE,"{""product"": ""PL"", ""delta"": 0.24839757697031237}"
30128,16,2024-04-25,SPEND,"{""product"": ""CC"", ""intensity"": ""med""}"
30128,16,2024-04-25,NEW_ACCOUNT,"{""product"": ""CC""}"
